용어,설명
"전파 고도계 [Radio Altimeter, 電波高度計]",비행중인 항공기나 유도탄에서 지표면을 향해 전파를 발사하고 그 반사파가 되돌아올 때까지의 소요 시간을 측정함으로써 항공기와 지표면의 거리 즉 고도를 측정하는 장치.
"전해액 [Electrolyte, 電解液]","축전지의 화학 작용을 일으키는 용액. 황산을 증류수로 희석시킨 무색 · 무취의 묽은 황산으로, 극판과 접촉하여 셀 내부의 전류를 전도하고 전류를 발생시키거나 저장하는 역할을 한다."
"절연 파괴 [Breakdown, 絶緣破壞]",간극 저항이 거의 무한대의 값에서 상대적으로 낮은 값으로 갑작스럽게 변하는 현상.
"절차적 통제 [Procedural Control, 節次的統制]",사전에 동의되고 전파된 명령과 절차에 의존하여 공역을 통제하는 일.
절충 교역 가치와 실제 가치 [折衷交易價値-實際價値],"국외 업체가 제안한 내용에 대하여 가치 인정 기준에 따라 산출한 가치를 절충 교역 가치라고 하며, 실제로 매매가 이루어지는 가격을 실제 가치라고 한다."
"접근각 [Approach Angles, 接近角]",기어의 중심에서 근접 호를 본 각.
"접지대 고도 [Touchdown Zone Altitude, 接地帶高度]",접지대의 활주로 중심선에서 제일 높은 지점의 해발 고도.
"접지 및 부양 구역 [Touchdown And Liftoff Area, 接地-浮揚區域]",헬리콥터의 접지와 부양이 이루어지는 구역.
"접촉 기뢰 [Contact Mine, 接觸機雷]","기뢰를 발화 방식에 따라 분류한 것으로서, 기뢰의 몸통 또는 기뢰 부착물이 선체에 접촉함으로써 발화 장치가 작동되도록 설계된 기뢰."
"정률 강하 [Fixed Rate Falling, 定率降下]",비행기가 일정한 비율로 하강하는 일.
"정밀 수준 측량 [Precise Leveling, 精密水準測量]",국가 기준점 등으로 사용할 목적으로 지구의 곡률 등을 고려하여 실시되는 정밀도가 높은 수준 측량.
"정밀 인체 제독 [Human Decontamination Of Deliberate, 精密人體除毒]","오염 상황하에서 인원이 착용한 임무형 보호 태세(MOPP) 장비 및 물자를 교환하고 오염 인원의 인체를 제독하여 오염 물질을 완전히 제거하는 일. 화학 부대 지원하에 제1단계 개인 장비 제독, 제2단계 전투화 덮개 및 보호 두건 제독, 제3단계 피복 제..."
"정밀 장비 제독 [Equipment Decontamination Of Deliberate, 精密裝備除毒]","화학 부대 지원하에 화생방 작용제에 의하여 오염된 차량, 장갑차, 전차, 자주포 등의 장비를 완전히 제독하는 일. 제1단계 최초 세척, 제2단계 DS2 제독, 제3단계 반응 대기 및 내부 제독, 제4단계 재세척, 제5단계 검사 순으로 실시한다."
"정보 종합 상황실 [All Source Intelligence Center, 情報綜合狀況室]","실시간으로 첩보를 처리하고 정보를 생산하는, 정보 활동의 핵심 기구. 전장 정보 분석에 기초한 첩보 수집 계획을 바탕으로 수집 수단을 운용하여 첩보를 수집하고, 수집된 첩보를 처리하여 정보를 생산함으로써 적 기도를 파악하고 위협 요소를 판..."
"정보 척도 [Information Fraction, 情報尺度]",어떤 체계가 광역 네트워크에 접속할 수 있는 능력이나 광역 네트워크에 기여하는 정도를 판단하는 척도.
"정보 통신망 시스템 [Information Network System, 情報通信網system]","하나의 회선으로 전화, 데이터 통신, 팩시밀리, 비디오 등 다양한 서비스를 이용할 수 있도록 현재의 전화망을 디지털화한 전산 정보망. 모든 곳에서 거의 균일한 요금으로 이용할 수 있는 통신망으로서, 보다 저렴하고 편리하며 다채로운 통신 서비스..."
"정비 구분 [Maintenance Categories, 整備區分]","정비의 종류. 정비 작업을 실시하는 부대와 여건에 따라 군 정비, 외주 정비, 해외 정비, 군 외 정비 지원 등으로 분류한다. 군 정비는 실시하는 부대에 따라 부대 정비, 야전 정비 및 창 정비로 구분한다. 또한 외주 정비는 의뢰하는 정비 정도에 따라서..."
"정비 수준 분석 [Level Of Repair Analysis, 整備水準分析]",어느 품목을 어디에서 수리해야 할 것인지 또는 고장이 나면 수리해야 할 것인지 폐기해야 할 것인지 등의 정비 수준을 결정하기 위한 분석.
정측 진입 레이더 [精測進入radar],공항에서 착륙 진입하는 항공기의 위치를 감시하는 레이더 장치. 착륙 진입하는 항공기를 활주로까지 정확하게 유도하기 위해 운용되는 레이더이다.
정합 충격 [整合衝擊],"흔들림이나 회전이 없는 탄이 시험 판재와 부딪쳤을 때의 판재의 분리 정도. 구경 30mm 장갑탄, 20mm 장갑 예광탄의 경우는 적어도 탄 직경의 2배 이상 분리되어야 하며, 57mm 장갑탄 또는 그 이상의 구경탄은 적어도 탄 직경 이상 분리되어야..."
"제어 시스템 [Control System, 制御system]","컴퓨터 등을 이용하여 특정 작업이나 공정을 감시 · 제어하여 목표하는 결과나 값을 얻는 시스템. 기본 형태에는 피드포워드(feedforward)와 피드백(feedback) 두 가지가 있다. 제어 시스템은 전기적 · 기계적 방법, 유압 등에 의해 작동한다."
"제트류 [Jet Stream, jet流]","상류 대류권 또는 성층권에서 거의 수평축을 따라 집중적으로 부는 좁고 강한 기류. 연직 또는 양측 방향으로 강한 바람의 풍속차(sheet)를 가지며, 하나 또는 둘 이상의 풍속 극대가 있다. 제트류는 공간적으로는 수천 km, 넓이 수백 km, 두께 수km가..."
"제트 여객기 [Jet Airliner, jet旅客機]",제트 기관을 설치한 여객기.
"제품 기준 [Product Baseline, 製品基準]","최초로 승인된 제품 형상 식별서에 포함된 특성. 규격서, 도면 관련 목록, 소프트웨어 등으로 기술된 상세 설계 기준이다."
"조건 활동 [Conditional Activity, 條件活動]",실행을 위해 필요한 자원이 아직까지 충족되지 않은 활동. 활동 중심 모델링 방법에서 사용되는 것이다.
"조달 소요 시간 [Procurement Lead Time, 調達所要時間]","구매 요청서를 낸 때로부터 해당 보급품을 100% 수령하여 불출 가능할 때까지 경과된 시간. 행정 소요 시간(ALT), 생산 소요 시간PLT), 납품 소요 시간(DLT)으로 구성되며 발주 및 수송 시간(OST)의 구성 요소 중 하나이다."
게이트웨이 [Gateway],"연결된 다른 통신망으로 들어가는 출구. 인터넷을 사용하기 위해서 인터넷 서비스를 사용한다고 가정했을 때, 인터넷 서비스 제공자들의 컴퓨터를 게이트웨이라고 할 수 있다."
"무선 인터넷 서비스 [Wireless Broadband, Wireless Internet Service, 無線internet service]",휴대용 무선 단말기를 이용하여 정지 및 이동 중에도 고속으로 인터넷에 접속하여 사용할 수 있는 서비스.
"무선 자석 지시계 [Radio Magnetic Indicator, 無線磁石指示計]","자동 방향 탐지기(ADF, Automatic Direction Finder)와 자기 컴퍼스(MC, Magnetic Compass)를 조합한 전자 항법 계기. 무선 자석 지시계(RMI)의 카드는 자이로 안정 자기 컴퍼스의 역할을 하며 항공기가 비행하는 자석 방향을 지시해 준다. 포인..."
"견고화 [Hardening, 堅固化]","구성 물질을 견고히 하거나 구조, 장치 및 조직 등을 강화하여 물리적 공격에 의한 피해가 감소하도록 하는 것."
"무인 전투 차량 [Unmanned Combat Vehicle, 無人戰鬪車輛]","자율 주행 레벨 6단계 이상을 만족하고, 다양한 임무 장비로 무장하거나 감시 장비를 탑재할 수 있는 공통 플랫폼 기반의 개방형 구조로 설계된 장비. 이동 및 정지 간 임무 수행이 가능하고 전체 네트워크 기반 단위 부대의 요소로 원격 제어, 자율 주행..."
"무제한 전쟁 [Unlimited War, 無制限戰爭]","전쟁 지역, 사용하는 무기 따위를 제한하지 않고 벌이는 싸움."
"견착식 화기 [Shoulder Weapon, 肩着式火器]",어깨에 대고 발사하도록 설계된 화기.
"결함 보고서 [Deficiency Report, 缺陷報告書]","항공기 및 지상 지원 장비를 구성하고 있는 부품의 결함이 주요 결함이라고 판단될 때, 국내외 해당 청(TCG, CIP, 제작사, 수리원)에 결함 원인의 분석을 의뢰하고 대책을 수립할 수 있도록 하는 보고서. 주요 결함 원인은 재질 결함, 설계 착오, 취급 부..."
"물자 준비 태세 [Materiel Readiness, 物資準備態勢]","전시 활동 또는 우발 사태, 재난 구호(홍수, 지진 등) 기타 긴급 사태를 지원하는 데 군사 조직에 필요한 물자의 가용성."
"경고 신호 [Warning Signal, 警告信號]",적의 접근이나 존재 여부를 알아내어 경고로서 보내는 신호.
"물품 운용관 [Material Employer, 物品運用官]","물품 회계직 공무원으로서 물품 관리관으로부터 물품의 출납 및 보관에 관한 사무를 위임받은 공무원. 물품 사용을 위한 청구, 수령, 보관, 불출과 사용 부적품 및 손망실품 파악 · 조치, 사용자의 사용 실태 파악, 물품 운용부 비치 · 운영 등의 책임을 진..."
"경로 지정 [Routing, 經路指定]",네트워크 내에서 목적지까지 갈 수 있는 여러 경로 중 한 가지 경로를 설정해 주는 과정. 트래픽의 변화에 따라 관리자가 경로를 선택하는 정적 경로 지정과 경로 지정기가 동적으로 경로를 선택하는 동적 경로 지정이 있다.
"경피 감염 [Percutaneous Infection, 經皮感染]","병원체가 기주의 피부를 통하여 침입, 감염을 일으키는 것. 각종 누에굳음병, 누룩곰팡이병 등은 경피 감염에 의하여 병을 일으킨다."
"미끄럼 방지 장치 [Antiskid Control Unit, ---防止裝置]","항공기나 차륜형 기동 장비의 바퀴 제동 시 미끄럼 방지를 위한 제동 보조 장치. 과도한 제동력 때문에 타이어 회전 정지와 이에 따른 마모, 항공기 · 기동 장비 타이어의 비대칭 미끄러짐으로 인한 방향 제어 상실 등을 방지하기 위하여 타이어가 미끄..."
"경피 독성 [Delmal Toxicity, 經皮毒性]",피부에 접촉된 약물이 체내로 흡수되어 생체의 기능에 장해를 일으키거나 기관과 조직에 변화를 일으키는 독성.
"중립 [Neutrality, 中立]",전쟁에 참가하지 않은 국가가 전쟁의 당사국인 교전국(交戰國)에 대하여 가지는 국제법상의 지위.
"중성자 포획 [Neutron Capture, 中性子捕獲]","중성자와 핵이 충돌하여 핵이 중성자를 흡수하고 감마선을 방출하는 과정. 중성자 포획이 일어날 확률은 원자 번호, 원자핵의 질량, 중성자의 속도에 좌우된다. 중성자의 속도가 감소함에 따라 포획 발생 확률은 증가한다. 따라서 열 중성자는 고속 중성..."
"중수 [Heavy Water, 重水]","자연적 비율인 6,500분의 1보다 훨씬 많은 양의 중수소(deuterium) 원자를 함유한 물. 중수는 CANDU(캐나다 중수소 우라늄 원자로) 등의 원자로에서 중성자 감속재로 사용되어 천연 우라늄을 연료로 사용할 수 있게 해 준다."
"중파 레인지 [Medium Electric Wave Range, 中波range]",중파를 이용하여 무선 항행을 돕는 시설. 송수신 장치가 간단하나 공전(空電)의 영향이 크고 항공기의 위치 결정이 불확정적이므로 초단파 가시 · 가청식 레인지로 바뀌고 있다.
"중형 상륙정 [Landing Craft Medium, Medium Landing Craft, 中型上陸艇]",상륙 작전 시 100톤 이하의 화물을 수송할 수 있도록 설계된 상륙정.
"즉각 화학 사상자 [Immediate Chemical Casuality, 卽刻化學死傷者]",화학 작용제 공격을 받은 후 1시간 이내에 발생된 사상자. 1시간 이후의 지연 화학 사상자와 비교되는 용어이다. 대개 속효성인 신경 작용제 GB나 혈액 작용제 등 살상을 목적으로 사용된 비지속성 독성 화학 작용제의 중독에 따른 사망이나 부상자를...
"지각 균형 보정 [Isostatic Correction, 地殼均衡補正]","표준 중력식은 지표면으로부터 같은 거리에 있는 지표면하의 밀도가 균일하다는 가정 아래 계산된 것이지만, 지각 균형설에 의하면 밀도는 일정하지 않기 때문에 이에 대해 실시하는 보정을 이르는 말."
지능형 장애 및 성능 관리 기술 [知能型障碍-性能管理技術],체계 하드웨어 및 소프트웨어 구성 요소의 상태를 집중된 인터페이스를 통해 모니터링할 수 있도록 설계한 기술.
"지능형 지뢰 지대 [Intelligence Minefield, 知能型地雷地帶]",광역 지뢰 체계에 확장 거리 복합 탐지 센서와 무인 통제소를 추가로 설치하여 무인으로 운용할 수 있는 지뢰 지대.
