용어,설명
"육군다목적소총 [Army Universal Rifle, 陸軍多目的小銃]","오스트리아 슈타이사(社)가 개발한 자동소총으로써 줄여서 AUG(Armee Universale Gewehr) 또는 육군통합병기라고도 한다. 불펍(bull pup)형 돌격소총의 원조이다. 플라스틱을 많이 사용하여 가볍고 사격하기 쉽도록 설계되었다는 평가를 받는다.
AUG는 1974년 시제품이 완성되고 1977년 오스트리아 육군이 Stg.77로 제식 채용하였다. Stg.77은 1977년 모델 돌격소총(Sturmgewehr)이라는 뜻이다. 기본형 외에기관단총, 카빈,경기관총등의 변형이 있다.
1978년부터 슈타이어사가 생산한 AUG의 가장 큰 특징은 전체길이를 줄이고총신을 늘리기 위해 불펍방식으로 설계되어 작동장치와탄창을 개머리판 안에 설치하였다는 점이다. 또 무게를 줄이기 위해 강화 플라스틱과 알루미늄을 많이 사용하였다. 탄창도 반투명 플라스틱으로 만들어 무게를 줄이는 동시에 남은 탄 수를 확인할 수 있도록 하였다.
가스피스톤에 의한 볼트 회전방식으로 작동하고 레버 없이 방아쇠 조작으로 단발과 연발이 가능하다. 운반손잡이를 겸한 1.5배 광학 조준경을 표준 장비하였다.5.56×45㎜ 나토공통탄을 사용하며강선은 육조우선(六條右線)이다. 총신길이는 기본형이 508㎜이며 기관단총, 카빈, 경기관총 등과 서로 교환할 수 있다. 기본적으로 30발 탄창을 사용하지만 분대지원화기는 42발 탄창이다. 발사속도는 분당 650발이다.
조작이 쉬울 뿐 아니라 명중률도 높기 때문에 영국·독일 등의 특수부대도 사용하고 있다. 오스트리아 외에 오스트레일리아·말레이시아 등이 제식 소총으로 장비하였다."
보병포 [步兵砲],"보병전투에서 큰 장애가 되는 적의기관총·전차등을포병의 지원이 없이 보병 
	자체의 힘으로 파괴할 수 있어야 한다는 요구에 의해서 생겨났다. 처음에는 보병용 
	화포가 별도로 제작되어대대에구경50mm 정도의 것이 장비되고, 적의 보병포를 
	격멸하기 위해서 보다 큰 보병포를연대가 장비하였다. 오늘날 보병포가 별도로 
	제작되지 않으며 제1선 보병부대는 박격포 ·로켓포(바주카포) ·무반동총 등의 
	화포를 장비하고 있다.
보병포는 적을 제압하기보다 특정한 표적을 파괴하는 데 목적이 있다. 따라서 
	화망(火網) 구성보다는 각개의 표적을 직접사격으로 명중시키는 사격법이 사용되는 
	경우가 많다."
"미사일초계정 [missile patrol boat, ─哨戒艇]","미사일 고속정이라고도 한다. 
	1960년경부터 소련이어뢰정의 선체에 어뢰발사기 대신 미사일을 탑재한 미사일 
	초계정을 사용하기 시작하였다. 67년 중동전쟁에서 아랍측이이스라엘의구축함에이라트호를 격침시킨 이래 주목을 받게 되어 각국이 갖추게 되었다. 추진기관에가스터빈이 장비되고, 선체에 수중익(水中翼)이 사용되면서 더욱 고속화되고, 
	탑재무기의 진보에 따라 위력도 증가하고 있다. 활동범위가 제한되고 파도의 영향을 
	크게 받는 점, 항공기의 공격에 약한 점, 선체가 작아서 충분한 전자장비를 탑재할 수 
	없는 점 등의 단점이 있으나, 이것을 보완하기 위하여 70년대에 들어와 대형화 경향이 
	나타나고 있다.
중동전에 사용된 소련의 코마형은 배수량 75 t, 최고속도 40 kn이며,이탈리아의 소드피시 미사일 초계정은 배수량 65 t으로 45∼50 kn의 속력을 낸다."
"부분궤도폭격체계 [fractional orbital bombardment system, 部分軌道爆擊體系]","대륙간탄도미사일(ICBM)처럼탄도(彈道)가 아니라,인공위성처럼 궤도를 회전하며 
	목표지점에 가까운 곳에서 감속(減速) 로켓을 분사한 뒤 대기권으로 돌입하여 
	폭격한다. 발사된 미사일이 높이 150 km 정도 위성궤도에 올려진 후, 표적부근에서 
	역추진 로켓을 분사하여 급속하게 낙하하면서 궤도를 변경하여 표적을 공격한다. 
	궤도가 낮기 때문에 원거리에서 탐지하기 어렵고 궤도가 갑자기 바뀌므로 요격도 
	곤란한 이점이 있다. 탄도미사일에 비해서 유효탑재량이 적고 명중률이 낮다는 
	결점이 있다."
"부설함 [mine layer, 敷設艦]","앞뒤선창에 기뢰고를 설치하여 격납용 레일과 반입 
	·반출을 위한 장치를 갖추고, 갑판상에 2∼6가닥의 레일을 설치하여 한 레일에 
	20∼80개의 기뢰를 얹어, 순차적으로 부설하도록 되어 있다. 기뢰 300∼500개를 
	적재하는 4,000∼7,000 t급의 대형함부터 100개 정도를 적재하는 300 t급의 소형 
	함정까지 있다. 중소 화물선 ·연안여객선 ·어선을 부설함으로 개조한 특설 부설함과,순양함·구축함등에 기뢰 부설장치를 한 고속함이 있다.
일반적으로 적성국 연안에 
	대한 강행(强行) 부설에는 기뢰의 적재량보다 속력이 중요하여 구축함형의 부설함이 
	필요하고, 소형 함정 ·특설부설함은 자국(自國)의 연안 ·항만에 대한 방어목적의 
	부설에 사용된다. 부설함은 평시에는 훈련목적으로 최소한의 것만 보유하고, 전시에는 
	타종의 군함이나 일반 선박을 징발해서 부설함으로 개조하여 사용하는 것이 
	일반적이다. 제2차 세계대전 후 자기(磁氣) ·음향 ·수압식 감응기뢰가 발달하여 적의 
	항만 ·해협에 대한 부설을 위해서 항공기를 이용할 수 있게 되었으나, 아직도 
	계류기뢰(繫留機雷)가 방어용으로 중요시된다."
무기의 분류,"무기는 사용목적에 따라서 전략무기·전술무기·대공무기·대잠무기·대전차무기 등으로 나누어지고, 사용장소에 따라서 육전·해전·항공전·수중전·해저·우주무기 등으로 분류된다.이용하는 에너지나 형상에 따라서는 광학무기·전자무기·전기무기·음향무기·자기무기·음파무기·통신무기·핵무기·방사능무기·화학무기·생물무기 등으로 구분된다."
세계의 무기,"전략병기는 대도시를 한 순간에 소멸시킬 수 있는 전략공격병기와 이러한 병기로부터 전략 목표를 지키는 전략방어병기가 있다. 전략공격병기는 주로 대륙간탄도미사일(ICBM)로 지하의 강화기지에 배치되어 있다. 대표적인 것으로 미국의 미니트맨, 타이탄II형, 러시아의 SS-9·SS-11이 있다. ICBM과는 달리 원자력 잠수함탄도 미사일(SLBM)로는 미국의 폴라리스·포세이돈, 러시아의 SS-N-4∼8 등이 있다. 또한 이러한무기를 방어하는 미사일로는 미국의 대미사일요격용 미사일인 나이키-X가 대표적이다.지상전투의 중심이 되는 전차는 기동성면·장갑두께면에서도 상당한 발전을 하였다. 오늘날 주력전차의 대부분은 구경 105mm 고속 캐논포를 탑재하여 운용하는데, 탄약의 중요한 목적은 적 전차의 격파로철갑탄·성형작약탄·점찰유탄 등으로 발전하여 파괴력은 커지고 있다. 미국의 M60A1, 러시아의 T-62, 독일의 레노파르트 등이 대표적 전차이다. 해군의 병기로는 항공모함·잠수함에 어뢰공격을 전문으로 하는구축함,호위함과 그 밖에 소형잠수정, 수륙양용전함정, 기뢰전함정, 고속초계정, 정보수집함정 등 다양하다. 첨단과학기술을 이용한소나는레이더를 대신하여 잠수함 등 수중의 목표물을 탐지하는데 유용하게 사용된다. 항공기는 용도에 따라폭격기·공격기·전투기·정찰기·초계기·조기경계기·공중조기경계관제기·지휘연락기·수송기·급유기 등이 있다.
폭격기는 지표면의 목표에 대하여 폭격을 하는 것으로 미국의 B-52, F-105, F-4, F-111, A-4, A-6A, A-7 등과 러시아의 TV-95, IL-28, SU-7, Mig-21, Mig-23 등이 대표적이다. 항공전의 대표적인 전투기는 F-86F, F-100A, F-101A, Mig-19·21, 미라주III 등이 있다. 폭격기를 중간에서 공격하는 요격전투기는 F-86D, F-102A, F-106A, Mig-19D, Mig-21D, 미라주 IIIC 등이 있다.최근에는 전자전 교란을 통해 아군 폭격기가 적의 레이더망을 피해 공격할 수 있는 EA-6B, EF-111A 전지전기, 조기정보와 공중통제가 가능한 E-3, E-2 조기경보통제기 등이 있다. 그리고 단순히 기체재료나 도금에 대한 연구 또는 레이더 전파를 열로 변환시키는 등 스텔스 기술을 도입하여 레이더에 탐지되지 않도록 제작한 F-117, F-22 스텔스기 등이 개발되어 실전에 배치되었다."
대전차미사일,"대전차미사일은 목표가 비교적 저속이라는 점과 사정거리도 2∼3km 정도면 
	충분하므로, 이 종류의 미사일은 유선유도법을 사용한다. 눈으로 보면서 하는 
	유도이며, 기구(機構)도 간단하다.유선유도는 전자적 방해·기만이 무효하다. 이 점에서 대전차미사일은 
	전장무기(戰場武器)로서 매우 유효한 미사일이다."
현대의 미사일,"기술의 진보와 국제정세를 반영하여제2차 세계대전후 30여 년간 진보·발달한 
	미사일은 더욱 고성능화하고 세련된 것으로 발전되어 가고 있다.미국미국 ICBM의 주력인 총중량 약 35t의 미니트맨 Ⅲ형은 고체연료에 의한 소형 
	전략미사일이며, MIRV 장비와 높은 정밀도를 특징으로 한다. 러시아 ICBM의 MIRV화와 
	정밀도가 향상됨에 따라 탄두 폭발력의 증대(200kt 3개의 MIRV를 400kt 3개로) 및 탄착 
	정밀도의 향상(탄착의 반수가 들어가는 오차범위 CEP를 현재의 400m에서 250m로 
	축소)을 이루었다. 러시아의 전략미사일 
	증강과 성능 향상에 따르는 미국 ICBM 기지의 취약화에 대한 대책 및 
	ASW(대잠수함작전)의 진보에 따른 잠수함 미사일(폴라리스-포세이돈 체계)의 
	취약화에 대한 대책으로서 잠수함 탑재 ICBM이라고도 할 수 있는 트라이던트 수송 
	미사일 체계를 건조하였다.사정거리는 트라이던트 I형 미사일이 약 8,300km, II형이 약 
	1만 1000km이다. 앞부분에 관해서는 MIRV에 이어 MaRV(Maneuverable Re-entry 
	Vehicle)가 개발되고 있다. MaRV는 종말단계에서 식별추적 능력을 가지며, 어느 정도의 
	조종운동성을 갖는 것으로서 목표에 대한 명중정도를 향상시킬 것으로 기대되며, 
	함선과 같은 이동목표에 대해서도 탄도 미사일에 의한 공격이 가능하게 될 것으로 
	예상된다. 대공 미사일로서는 지대공 미사일인 SAM-D, 공대공 미사일인 페닉스가 
	있다. SAM-D는 중저(中低)고도용이며, 다수목표를 수색·추적하여 공격할 수 있다. 
	차량 적재로 기동성을 가지며, ECM에 대해서도 강하고, 사정거리는 180km이다.
SAM-D는 나이키 및 호크를 대신하여 1980년대에 지대공 미사일의 주력이 될 것이다. 
	페닉스(공대공 미사일)는 새로운 항공모함용 제공 전투기인 F-14에 탑재되는 것으로서, 
	우수한 발사관제장치와 함께 110~180m의 거리에서 동시에 6개의 목표에 대하여 
	공격이 가능하다. 최근에 각종 전자무기의 중요성을 생각하여, 적의 레이더를 반대로 
	추적하여 이것을 파괴하고자 하는 ARM(Anti-Radiation Missile)이 개발되어, 베트남 
	전쟁·중동전쟁에서 사용되었다.현재 슈라이크, 스탠더드 ARM 등이 사용되며, 
	전략폭격기에 탑재되는 SRAM(Short-range Attack Missile:단거리 공격미사일)도 
	방공제압용으로서 대(對)레이더 공격능력을 갖고 있다. 이 밖에도 1991년 이라크를 
	상대로 한 걸프전쟁에서 스커드미사일을 요격함으로써 널리 알려진 패트리엇미사일이 
	있다. 또한 차기 주력 미사일인 MX미사일(Missile Experimental)과 ALCM(Air-launched 
	Cruise Missile)도 주목을 받고 있다.러시아실험단계에 있거나 실지로 배치된 것에는 SS-17, SS-19, SS-18, SS-16, SS-20 등이 
	있다. SS-17, SS-19는 소형 ICBM인 SS-11, SS-13 개량형으로 볼 수 있는데, 500kt~1Mt의 탄두 4개로 이루어지는 MIRV를 장비하며, 정밀도는 CEP(오차범위)로 쳐서 300m 
	정도로 향상된 것으로 추정된다.SS-18은 거대한 ICBM인 SS-9의 후신으로 1~2Mt의 
	탄두 6~8개로 이루어지는 MIRV를 장비하고, CEP는 300m 내외로 추정된다.SS-16은 
	차량탑재의 기동성 있는 ICBM으로 추정되며, SS-20은 차량탑재 ICBM의 
	IRBM(Intermediate Range Ballistic Missile:중거리 미사일)형이라고 한다.러시아의 
	ICBM은 원래 대형 로켓을 사용하기 때문에 투사중량(投射重量:throw weight)이 큰데, 이 
	점에서 수의 제한뿐인 SALT-1(제1차 전략무기제한협상)에서는 유리하다."
"브라우닝자동소총 [Browning automatic rifle, ─自動小銃]","미 육군과 해병대가 분대지원화기로 사용한 공랭식 경기관총이다. 브라우닝(Browning, John Moses,)이 설계하여 브라우닝자동소총또는 줄여서 바(BAR)라고도 한다.M1918을 개량한 M1918A2이 가장 많이 생산되고 활약도 컸기 때문에 브라우닝자동소총이라고 하면 보통 M1918A2를 가리킨다. 한국군도 미국으로부터 공여받아 6·25전쟁부터베트남전쟁초까지 분대지원화기로 사용하였다.
M1918A2는 1939년 개발되고 1940년 미 육군이 제식 채용한 자동 경기관총이다.제1차 세계대전에서 소수만 사용된 M1918과 달리제2차 세계대전에서는 많은 수가 보급되어 M1 소총과 함께 종전까지 활약하였다. 연사능력이 우수하고 관통력이 셀 뿐 아니라 신뢰성이 높아 호평을 받았지만 방열기능 부족으로 연발사격 뒤총신을 만지면 델 위험이 컸고 총신 교환이 어렵다는 단점도 있었다.
M1918와 M1918A1이 채용하였던 반자동 기능은 없앴고 총신 위에 운반손잡이를 부착하였다. 사격은 분당 300~450발의 저속 사격과 분당 500~650발의 고속 사격 등 2가지 연발사격만 가능하였다. 가스 작용식으로 작동되며 1명이 휴대하고 사격할 수 있도록 20발탄창을 채용하였다.
총신길이는 611㎜이며 M1918과 같은구경30-06(7.62×63㎜) M2탄을 사용하였다. 무게는 탄창을 제거하였을 때 8.8㎏, 20발 탄창 무게는 0.7㎏이다. 총구속도는 초속 850m, 강선은 사조우선(四條右線)이다. 콜트·윈체스터·마린-록웰사(社) 등이 공동 생산하였다."
